CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY
4c513413-263e-4c7b-b997-7b688c47b698,049ba685-0260-4a55-bd8a-6aa1fe4d59d8,TCGA-BJ-A0ZA-01A-01-BSA.c934ea04-acd4-445d-9f3e-ef74ace68038.svs,Tissue Slide
4ca5ff6a-ace1-4349-b269-b8e3aae16785,4c36a0b9-c6eb-4185-949d-aa91c9ab975e,TCGA-A3-3336-01Z-00-DX1.F2848BBF-DCDF-4AB0-837C-99A88CC5A49A.svs,Diagnostic Slide
4ca5ff6a-ace1-4349-b269-b8e3aae16785,356a56f9-63aa-48ff-bba6-d90ca5b0273b,TCGA-A3-3336-01A-01-BS1.386e4d76-c955-46e8-a177-01c60ed2b2a8.svs,Tissue Slide
4ca5ff6a-ace1-4349-b269-b8e3aae16785,a76d61c1-5d0d-46aa-9b08-4d5f58c9ac5e,TCGA-A3-3336-01A-01-TS1.a5c05841-a537-4b50-a71d-63ce5adf04fe.svs,Tissue Slide
4ca5ff6a-ace1-4349-b269-b8e3aae16785,c94410c5-966d-414e-8c7b-fbe36309c29e,TCGA-A3-3336-11A-01-TS1.3b7a8e85-7512-4ad8-8b55-739bff79e0f5.svs,Tissue Slide
4ca9c0f2-1be9-4376-aa27-d9db948d3f68,17d0689e-8a6c-42e4-8007-7b56e58ef770,TCGA-28-2512-01A-01-TS1.d2346532-67ab-4c37-8f73-8fcb2c4c4d3f.svs,Tissue Slide
4cccc34b-daf6-41ca-9bf8-f1614525eac9,2126137e-9ade-4ccf-a5ea-e3da510850f5,TCGA-BJ-A3PU-01Z-00-DX1.CD5EC67F-EA55-47F7-B6E5-C0A525C883F1.svs,Diagnostic Slide
4cccc34b-daf6-41ca-9bf8-f1614525eac9,b2be534c-a396-4035-91d7-0819c27e2d5e,TCGA-BJ-A3PU-11A-01-TSA.A25811DD-4928-4209-912F-5EFC0EB41B44.svs,Tissue Slide
4cccc34b-daf6-41ca-9bf8-f1614525eac9,8ef27b5a-004e-471b-8719-7ab7fcd60d40,TCGA-BJ-A3PU-01A-01-TSA.C8F0AE2A-43C1-47C1-A44E-A08629165804.svs,Tissue Slide
4cccc34b-daf6-41ca-9bf8-f1614525eac9,7cc909df-25f6-4373-a5c4-6e1f29ff9597,e789c64d-c165-4b92-bbb7-51001e310c74.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4cccc34b-daf6-41ca-9bf8-f1614525eac9,72d5e037-9d62-42c6-9267-d501e0252fd8,e2625ac8-fb82-4568-b71c-ecad98eb166a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4cdb18f5-47bf-475f-b34c-fa4912515268,ed72b0fe-a8b5-4ef1-878b-a67f1bfa8aa4,f8877925-49e4-420e-8bd8-cac3a47b67d1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4cdb18f5-47bf-475f-b34c-fa4912515268,0b88f84d-c40e-4580-a10d-930e7d5de0ca,TCGA-FS-A1ZP-06Z-00-DX1.2DDC009B-AD68-4894-850C-A5E1089795FA.svs,Diagnostic Slide
4cdb18f5-47bf-475f-b34c-fa4912515268,ceb40281-5049-4d99-a422-67d146c94485,TCGA-FS-A1ZP-06A-01-TSA.4A81D1F6-5D1D-49F5-8728-9E255F59A90C.svs,Tissue Slide
4cfe4f31-f62c-423a-8b9f-17f455b15313,87c56632-fdfd-41e0-a46b-1680b76c4472,TCGA-BP-4760-01A-01-BS1.6a2598b6-f000-4e6a-b404-179300159066.svs,Tissue Slide
4cfe4f31-f62c-423a-8b9f-17f455b15313,9651c36d-8d1e-411a-9d5a-42550b73b426,356dea2a-5d2f-4fb5-825a-7018c7af6508.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4cfe4f31-f62c-423a-8b9f-17f455b15313,48999bf8-348a-4cc5-9564-d46e8484fe5b,TCGA-BP-4760-01Z-00-DX1.0a49c368-739d-42f8-a1cc-5a35ee70a810.svs,Diagnostic Slide
4cfe4f31-f62c-423a-8b9f-17f455b15313,294b3541-df0e-414b-9ca4-a6a68e84077f,TCGA-BP-4760-11A-01-TS1.8a6b07bd-cfde-4560-88b0-88dd2a0fded7.svs,Tissue Slide
4cfe4f31-f62c-423a-8b9f-17f455b15313,74958fdc-3d09-4863-acc4-c8ac69f72c5f,TCGA-BP-4760-01A-02-BS2.67afe3aa-4efe-449b-8f33-409b60d0cc32.svs,Tissue Slide
4cfef7f9-f1ee-401c-a2a3-c225d4adc3b6,e3319ea2-10e2-4626-8844-4e6f82d0dcd0,TCGA-EW-A1PA-01Z-00-DX1.03B033F8-62C0-49E1-BDEA-C5217AB3460A.svs,Diagnostic Slide
4d016bd8-006c-4a90-ace7-28f151624112,b41d8f38-523f-47a3-8c05-6b7831cc8baa,e5e00619-a18a-4039-be25-74e8e6ca7420.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d016bd8-006c-4a90-ace7-28f151624112,23eb17e2-86ef-4a7e-9d3e-953f6ffae613,TCGA-QQ-A8VF-01Z-00-DX1.708A1A71-F284-4FBE-A2A1-E4037788A9F8.svs,Diagnostic Slide
4d016bd8-006c-4a90-ace7-28f151624112,4bbc49d9-7bc9-40f9-9da2-98ffee4b7f4e,TCGA-QQ-A8VF-01A-01-TS1.A0FFA2C8-A361-4D9E-8165-7261D266F234.svs,Tissue Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,535c15a9-af23-4f58-b2ca-2b8b6702e7a5,TCGA-AL-3467-01Z-00-DX1.89C0449A-A38F-4614-86FC-DDFD925086D7.svs,Diagnostic Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,a1a5343a-87a8-42a1-b16b-6d060b62acbc,TCGA-AL-3467-01A-02-BS2.a59a93b8-ec4b-4d7e-9bda-c1b7a57ebac2.svs,Tissue Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,6223c49f-dedf-48aa-88f9-77f1b922a7fd,TCGA-AL-3467-01A-01-BS1.54c3ea2c-5daa-4f28-b47f-44dd92e96faf.svs,Tissue Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,d3732282-2d27-4c11-b5ed-714bce44cb14,TCGA-AL-3467-01A-01-TS1.a4e25066-7012-4cb8-911b-3c317adb081f.svs,Tissue Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,78754454-aaed-482c-a26b-b4825dfd6637,TCGA-AL-3467-01Z-00-DX2.3ADEDD93-AD93-46D8-B3AE-1EBC6BD5EAF2.svs,Diagnostic Slide
4d02010e-9e69-40d3-9bf0-3d4510aa0614,f6aa87e9-4e25-46f4-862b-0b78aec95b93,81573ecd-46dd-4bab-83e6-5d0d0d083809.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d04939f-9509-4e9b-9406-16051afecf82,0aeb8fce-006b-4413-9f67-557a9d2ff9d9,TCGA-06-0206-01Z-00-DX1.5ede33b2-4778-4e33-bb83-17f81bb35aca.svs,Diagnostic Slide
4d04939f-9509-4e9b-9406-16051afecf82,83496626-4a25-45d6-bba1-6fbd6afb99fe,TCGA-06-0206-01Z-00-DX4.c55f15a4-5091-4a92-841d-1339f497ea47.svs,Diagnostic Slide
4d04939f-9509-4e9b-9406-16051afecf82,1b38d857-dba3-4a3d-b6fa-978108ea3e99,TCGA-06-0206-01A-01-TS1.db7868f3-79b7-4084-bc47-09acb34d2a42.svs,Tissue Slide
4d04939f-9509-4e9b-9406-16051afecf82,7fe167de-3251-4c87-aabf-7f664bedab50,TCGA-06-0206-01A-01-BS1.fdc8cf33-e376-4bd9-befa-dbe944b40dba.svs,Tissue Slide
4d120899-9a80-4736-b097-285e9e261bcb,1cb5709d-013b-4b7a-9a7e-4ae741ce9df2,TCGA-AQ-A1H2-01A-01-TSA.529445fe-410c-43db-9fe3-e5ac13387eec.svs,Tissue Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,627e3081-0c3a-4f9f-98b8-9e76883f407e,TCGA-27-1836-01A-01-TS1.1fc96aab-8e96-44b8-8ffc-df306468f953.svs,Tissue Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,2b735fe8-e3d5-4024-ab66-735bd55abc23,TCGA-27-1836-01Z-00-DX3.70ad0337-b205-4bd7-8a42-e8bb93bb589f.svs,Diagnostic Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,e885cb5b-71c5-47cc-8ea3-3a1721f64214,TCGA-27-1836-01Z-00-DX1.05a02f0b-4261-44d2-ad56-63265bb3cd70.svs,Diagnostic Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,71e15437-c246-4f50-aecc-2ac3767414a6,TCGA-27-1836-01Z-00-DX2.85cffd50-6080-4254-ae41-c1c74391a6a8.svs,Diagnostic Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,049624f0-9245-4c6c-acd3-9fc37ee9603b,TCGA-27-1836-01Z-00-DX4.e54cb874-8c4b-4f64-89b1-af6891cc6d83.svs,Diagnostic Slide
4d18f820-6396-46ae-b5d6-4ba446279be8,c4328b88-52eb-419a-be07-919ea339f6f4,TCGA-27-1836-01A-01-BS1.b914f035-b61b-419a-99ea-2a9b7bcb0a78.svs,Tissue Slide
4d1aec67-c345-4721-8ee8-356b0dff009b,b9a17538-8f7d-477f-8489-5193599bb45b,TCGA-FY-A3ON-01Z-00-DX1.972E576B-DA72-4DA1-BCE2-0873118C1ACD.svs,Diagnostic Slide
4d1aec67-c345-4721-8ee8-356b0dff009b,7f099879-ad10-4140-8aff-032ba743cb0c,b7b7f433-5a3e-4abd-bf11-3b8dc92e2334.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d1bf9e6-5837-4aed-b568-92f014ed5a4b,793d3caa-8353-4536-83e5-711215bd51e9,6fb7c578-dec9-4fe8-a9bf-3888bb765658.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d22dce6-0f25-44ee-89e7-5b5ee2ee9799,d7225a0b-71e4-412d-a39b-c2487836af8f,c4ed4554-ce21-40dd-b85b-3b2912b29b89.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d22dce6-0f25-44ee-89e7-5b5ee2ee9799,3652f0eb-08c4-4c4f-a3b7-edb23037f95e,TCGA-FS-A4F2-06A-01-TS1.7F9A92EE-E193-4AF9-9C31-36A65ED61E13.svs,Tissue Slide
4d26dada-5eb7-4d4e-8eb8-f5465c5c3428,2ae908e6-e9a4-4d4e-a527-656c03b241a1,TCGA-AR-A1AT-01Z-00-DX1.6ED69002-2CC1-4AD4-9573-B245D7C2D060.svs,Diagnostic Slide
4d26dada-5eb7-4d4e-8eb8-f5465c5c3428,fb397586-1b5b-40e0-a885-8663f9c76f6d,706fb35c-d467-4f93-b5ea-0cd841533655.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d30606f-3ab6-4ef0-9991-8897cdb9960b,57efd582-deba-4c66-a15c-9c5f15a38c11,TCGA-KS-A4IC-11A-01-TS1.C650C501-BEDB-4704-9804-C99CF72C471B.svs,Tissue Slide
4d323b18-ce5a-4516-862d-7ed1fdf1f008,20b3a2ac-5086-48f2-81d1-8f65d92a2c29,bf7ccf46-c889-4611-af50-3c9c4805e6cb.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d323b18-ce5a-4516-862d-7ed1fdf1f008,1bf4660b-2a83-4ab4-9992-d07596d8c7b2,TCGA-GC-A3YS-01A-01-TSA.CE6ABC91-EDF8-4193-87E9-ECF767D7F78F.svs,Tissue Slide
4d323b18-ce5a-4516-862d-7ed1fdf1f008,da29b24a-5d25-4604-83af-687d47a7d59b,TCGA-GC-A3YS-01Z-00-DX1.97B4664A-9D8B-460D-B4A4-89855D3DB0C2.svs,Diagnostic Slide
4d5437b3-b6a0-4d17-a7aa-4f2b790e4532,11602e6b-248e-41fd-8a2a-c30d64db3084,TCGA-EF-5831-01A-01-BS1.255af219-730f-4146-817f-1ade9a56462f.svs,Tissue Slide
4d5437b3-b6a0-4d17-a7aa-4f2b790e4532,16d26a89-6151-4533-800f-45b50427ddaf,TCGA-EF-5831-01A-01-TS1.b785100d-151f-422c-a39a-9dcada0654fe.svs,Tissue Slide
4d5437b3-b6a0-4d17-a7aa-4f2b790e4532,fed95e93-322b-4ecb-8105-bf049fd9c7d1,5472fa65-a8e2-4593-abd8-e241d1bdec84.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d5d61c4-2e64-422e-aba6-ec098f40eeec,d6363527-5fe3-41df-bcaa-09ddfe7942bb,TCGA-M7-A71Z-01Z-00-DX1.6BF9FC04-5E86-4D4E-B5E1-AA41C2B38FB5.svs,Diagnostic Slide
4d5d61c4-2e64-422e-aba6-ec098f40eeec,45c0fb01-9245-4dfe-ad74-d2dab064edc3,TCGA-M7-A71Z-01A-01-TSA.4567D0CB-6BB6-47A9-9176-FC51F211BEDD.svs,Tissue Slide
4d5d61c4-2e64-422e-aba6-ec098f40eeec,c57a8f6b-525d-40b1-867e-ad8bd4b4cb8d,4e24770a-f6fd-4c3d-a16f-0f5aad69e001.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d67b910-6681-45a4-9dac-6a12d67287a8,482b6bec-0283-4401-9d59-0ce352ede380,fb0cd443-5e32-4933-b8d0-27985f883f6e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d67b910-6681-45a4-9dac-6a12d67287a8,929a9d97-952f-4835-b2e1-ffc79888a37f,TCGA-VT-AB3D-01A-01-TS1.6967583A-B26B-4AFE-BE4F-0A13405F379F.svs,Tissue Slide
4d67b910-6681-45a4-9dac-6a12d67287a8,9edaaa7e-bed7-4d67-b4c1-755c7476ff9f,TCGA-VT-AB3D-01Z-00-DX1.49A2CC7B-E735-4C70-862F-5C8BDCD0BB38.svs,Diagnostic Slide
4d71dd15-cd01-4dae-ad70-6dc325140207,237cd6d0-fbec-481a-b58a-2f798df0c1df,TCGA-23-1029-01Z-00-DX1.0044B39A-51B3-4F76-90A9-00CDF851DE2A.svs,Diagnostic Slide
4d9de9a1-7df1-412e-9f16-15dd51b4c5f5,84f23221-0b4b-4c4e-8cd3-143ebd0a1722,TCGA-E8-A242-01A-02-TSB.fa327a4c-77c2-455d-837f-69243cd8d1e5.svs,Tissue Slide
4d9de9a1-7df1-412e-9f16-15dd51b4c5f5,2fc66654-0855-4f61-bbb8-fa94bdad85fe,036f7712-a636-4198-b568-6c85d9db4a3b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4d9de9a1-7df1-412e-9f16-15dd51b4c5f5,bca43d2b-4809-488c-af55-5c734939601c,TCGA-E8-A242-01Z-00-DX1.9DDBB5BB-696E-4C61-BF4A-464062403F04.svs,Diagnostic Slide
4da121da-9193-4ac5-8206-03cb1f7c2c14,b6d7ba8a-f0de-4e3d-92d0-6cb98d9f8ade,TCGA-VS-A9UO-01A-01-TS1.1121BBA2-6FFE-40A9-A1F8-D5911473DB5A.svs,Tissue Slide
4da121da-9193-4ac5-8206-03cb1f7c2c14,760d72c4-50a2-4ecf-ac58-a2da0f3d8707,bf6bb083-7d52-4aba-b5d7-9d474d36c86e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4da7abaf-ac7a-41c0-8033-5780a398545c,79dca752-0c8d-40e6-9525-a640548e25a8,TCGA-E2-A10A-01A-02-BSB.79389df7-59f1-427f-80d4-3a959407407e.svs,Tissue Slide
4da7abaf-ac7a-41c0-8033-5780a398545c,c580a40b-fafe-4322-92b7-b065c8bd9f97,TCGA-E2-A10A-01Z-00-DX1.98B19EF1-0DAE-4DC6-8B0E-963CFABC6724.svs,Diagnostic Slide
4db38349-28d2-4af5-a12f-3d861937b0e0,44f1cc7f-3674-41e5-ab57-27cecab9923b,6ac09968-001a-4ee8-9aae-c3e7a46c728f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4db38349-28d2-4af5-a12f-3d861937b0e0,3fbfc57f-7b6d-4760-9c2c-ec487a34424c,TCGA-AX-A1CE-01A-01-TS1.3daccc03-2c90-4e1e-94e1-a5d432baa1d7.svs,Tissue Slide
4db38349-28d2-4af5-a12f-3d861937b0e0,b78b5cb6-da41-4cd3-9efc-8c8f3073c0ed,TCGA-AX-A1CE-01Z-00-DX2.44F32924-9690-4DA9-8A84-74C2C988A30E.svs,Diagnostic Slide
4db38349-28d2-4af5-a12f-3d861937b0e0,8ca6483b-cf11-4a90-adf7-448aee676a33,TCGA-AX-A1CE-01Z-00-DX1.490590EF-077D-4BDE-9829-55BAAD78FCDD.svs,Diagnostic Slide
4db62b98-abd4-4a7c-9fce-8bbda2aec8a3,f4d3a4e0-65c9-4022-a39f-2901ccd11ced,TCGA-V1-A9Z7-01Z-00-DX1.25193852-0015-4D15-A0EB-50DAA2F83686.svs,Diagnostic Slide
4db62b98-abd4-4a7c-9fce-8bbda2aec8a3,944697d1-bcc6-4266-9358-ca11d0bcee93,TCGA-V1-A9Z7-01A-01-TSA.90DBD6E9-DB82-4AFB-8D16-BB509D747A1E.svs,Tissue Slide
4db62b98-abd4-4a7c-9fce-8bbda2aec8a3,42af3c76-7e16-486b-b6ef-be875f61d652,d20ff0dc-fa83-478a-99f3-30a4d076c5c9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4db9de75-9297-46e5-acc5-9275f52a642a,8433e059-04fa-474e-8c6f-470bd79b8066,TCGA-XR-A8TC-01Z-00-DX1.A77897C4-B208-445E-968D-4EADE6D50BC4.svs,Diagnostic Slide
4dc1ec79-1d64-45db-b357-903445c838e6,f3751a7c-4c29-41c4-a768-e4a8860f0967,TCGA-02-0422-01Z-00-DX1.abe28c3e-4d0c-4479-92e4-f2a1ff2b498c.svs,Diagnostic Slide
4dc1ec79-1d64-45db-b357-903445c838e6,ae3a9290-6ce5-45b5-bd0f-8e8ed38d5362,TCGA-02-0422-01A-01-BS1.82a876cf-7878-4016-a6ef-b737ec16ad19.svs,Tissue Slide
4dc1ec79-1d64-45db-b357-903445c838e6,f480636f-2c77-4f6e-bf4f-1ac9e6022c3f,TCGA-02-0422-01Z-00-DX2.E354E17A-0E49-4BC7-A8B3-DB6CD1B936EE.svs,Diagnostic Slide
4dc1ec79-1d64-45db-b357-903445c838e6,296aa9e0-1b4f-4b57-97e8-243b43d3984c,TCGA-02-0422-01A-01-TS1.3fc10cd8-3eec-4256-b722-e12d697b56e6.svs,Tissue Slide
4dc28966-d2c4-4661-b71f-d7f85e536cb6,8557f110-30cd-4388-8eed-f9d9f3b4631e,TCGA-DX-A6BA-01Z-00-DX1.A309A540-52DB-457F-B6DD-FB7FD4F579AE.svs,Diagnostic Slide
4dc28966-d2c4-4661-b71f-d7f85e536cb6,d2332063-348f-4067-ac56-423ea2d5ef78,TCGA-DX-A6BA-01A-01-TSA.A0AC7DA1-6150-4226-962F-3FD5A77E748D.svs,Tissue Slide
4dc28966-d2c4-4661-b71f-d7f85e536cb6,bef09d17-1747-4ef2-8097-cd4724ba506b,TCGA-DX-A6BA-01Z-00-DX2.8C4003B2-56B9-4B51-A946-897B77C97EA6.svs,Diagnostic Slide
4dc28966-d2c4-4661-b71f-d7f85e536cb6,6cd4dbb2-c895-4261-ab4d-cf0ae776ff08,461f68d4-e3c0-474f-9487-11d7d22d5619.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4df7d5e4-f762-4e80-b9d1-96ec21fb43ca,937cb178-1ec9-4e00-a987-47e102d64815,TCGA-02-0054-01A-01-TS1.e362807e-460b-490f-9a29-2544ba144893.svs,Tissue Slide
4df7d5e4-f762-4e80-b9d1-96ec21fb43ca,24f0b9e3-3356-4d1e-80d7-377a8a2426ac,TCGA-02-0054-01A-01-BS1.82c3074d-d454-4a03-84a3-6d9997d62da7.svs,Tissue Slide
4dfc233b-ed03-4825-8089-e04cdee99996,12c5ee94-aa59-49df-bfd3-f5981e901a60,TCGA-EW-A1PD-01A-01-TSA.fc5cdd95-913b-4466-bcbb-6f482bfb0764.svs,Tissue Slide
4dfc233b-ed03-4825-8089-e04cdee99996,9831c1c0-3909-4a71-916d-2551da437100,TCGA-EW-A1PD-01Z-00-DX1.6F6A0122-A50B-4D00-9A3F-7A2502D44E38.svs,Diagnostic Slide
4dfc233b-ed03-4825-8089-e04cdee99996,de5e449b-bc57-4836-89e4-73a3ba24abdf,748e4eaa-2b96-4dce-a903-c7df733d7f50.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4dff4242-4a53-4f46-b200-7ed83f6b7808,79651ebe-3b97-4f0e-9d41-5db919f1ae35,TCGA-G3-AAV5-01A-01-TSA.A7F23986-D411-4F01-96F8-3301F4635A09.svs,Tissue Slide
4dff4242-4a53-4f46-b200-7ed83f6b7808,9cfee85c-5be4-4d3d-a432-ddf91cb02a79,TCGA-G3-AAV5-01Z-00-DX1.C61A5C6A-9BF2-4AAB-8203-B4896570C1AB.svs,Diagnostic Slide
4dff4242-4a53-4f46-b200-7ed83f6b7808,cc0010d2-52db-4b15-a750-dd57d148520b,d85ea3ad-ab38-453d-b382-06cea6bc9e1b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e1606e5-f4c1-41a2-9f2c-ad0d02650070,f7f69b69-ee8b-43b6-a2d6-75f4074939fe,TCGA-HT-7857-01Z-00-DX2.B2E4366E-05CF-497E-AFA0-77E388C47E82.svs,Diagnostic Slide
4e1606e5-f4c1-41a2-9f2c-ad0d02650070,095f121d-bef0-42a2-b7c8-90aace7fd880,TCGA-HT-7857-01A-01-TS1.91636727-eeff-4bdb-91e5-a09662a37412.svs,Tissue Slide
4e1606e5-f4c1-41a2-9f2c-ad0d02650070,40cc7cdd-58a4-4ce8-a0b5-3c0f41553be7,TCGA-HT-7857-01A-01-BS1.133a2e22-2211-4e72-80eb-4e5e45f0434f.svs,Tissue Slide
4e1606e5-f4c1-41a2-9f2c-ad0d02650070,53e35c02-1a71-4de2-9ceb-f8c3b3c3a15a,32fc6356-7b8e-4c0a-9143-0337d552d1ab.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e1606e5-f4c1-41a2-9f2c-ad0d02650070,41a36d80-1540-4f6e-9dc1-e727f72f111e,TCGA-HT-7857-01Z-00-DX1.DEC9B8F9-FE38-42C2-AE3A-629DBF0A7E4C.svs,Diagnostic Slide
4e227a7a-b885-4e9b-a4c2-aad9e6c154e5,a2f49efb-1af3-4963-9ca6-a6a2b0e892b5,TCGA-J8-A3YD-01Z-00-DX1.CEB0DB0D-C621-44A8-81A1-EA72B161FA07.svs,Diagnostic Slide
4e227a7a-b885-4e9b-a4c2-aad9e6c154e5,29d9270b-fe18-473c-9469-a795dd2cc58f,5cefffdd-a2ba-46e9-bdd8-cf3056e7f6ee.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e244c64-8fb6-4689-a306-3d5ed5c6cca5,ee9551ec-bd8f-4117-b999-c2b135d2175b,TCGA-G7-6796-01Z-00-DX1.ec889984-0ec3-44fe-99ae-a8f3ddcf5e52.svs,Diagnostic Slide
4e244c64-8fb6-4689-a306-3d5ed5c6cca5,b69b914c-f4d7-4344-8b53-a628291e34fa,TCGA-G7-6796-01A-01-TS1.c07057f9-6009-4f3b-8f1c-e19f594f1dfb.svs,Tissue Slide
4e244c64-8fb6-4689-a306-3d5ed5c6cca5,310d9f07-7721-4eb3-9a70-77ce93705d34,TCGA-G7-6796-01A-01-BS1.6e599779-5f31-4c04-bc50-1ab8a300c420.svs,Tissue Slide
4e244c64-8fb6-4689-a306-3d5ed5c6cca5,66307ac0-eef9-4547-b9f4-bd625ca14608,c8aad382-88c4-4c76-bd85-e0bb766b9a0c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e3699da-4367-4a43-9d66-a117d3ad460d,d4ccbe99-6998-4832-9cb1-75e3c1358ff9,TCGA-AN-A0XN-01A-02-TSB.9df84504-2154-4f54-96f8-273ad703f0f0.svs,Tissue Slide
4e3699da-4367-4a43-9d66-a117d3ad460d,1341b934-ead3-4c4a-bd84-09084895fa83,6ddab78f-8bf5-43ef-847b-f68c15475d46.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e3699da-4367-4a43-9d66-a117d3ad460d,bd3eadbf-c702-4692-9669-34f58c310f3c,TCGA-AN-A0XN-01A-02-BSB.2ffff1fb-5f41-4d87-854b-ff38bfd677a0.svs,Tissue Slide
4e3699da-4367-4a43-9d66-a117d3ad460d,95f68385-c86f-4b87-aedb-b39375fa3172,TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30.svs,Diagnostic Slide
4e42fdc5-2a8b-49e9-87ef-6db7a6692d08,2dc5eb24-fb84-455a-ae05-3b58ad2fc284,54aca121-5b70-4833-84ac-c7506a57bd02.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e42fdc5-2a8b-49e9-87ef-6db7a6692d08,42bce75e-5b87-43b8-81bb-b1d3666dcc8b,TCGA-B6-A0X4-01Z-00-DX1.4B7914DE-3436-4D69-9BC6-F6419D3CC518.svs,Diagnostic Slide
4e4e6280-713c-41bf-bf3a-e93c2fa44d59,9e42c77a-b331-4000-9a88-bbc2a1359950,f6f59a25-6321-45b0-b89f-e3fe78fe40dd.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e4e6280-713c-41bf-bf3a-e93c2fa44d59,4ab6e2db-1e01-4f18-8c80-2bcee8d3313a,TCGA-YU-A90W-01A-01-TSA.2831BC76-608F-4BCC-A248-5B5A70742E31.svs,Tissue Slide
4e4e6280-713c-41bf-bf3a-e93c2fa44d59,c1bf05c5-5a52-40be-a5c0-6bef7602b210,TCGA-YU-A90W-01Z-00-DX1.FDC5360E-BDA4-4DCA-BD02-D753307A2F26.svs,Diagnostic Slide
4e509f73-99c7-48eb-a3a4-d34e3bface33,9d535d7d-0fff-4134-be8f-daa6d687a48c,11d450a3-4578-4444-8ddf-613b5868b683.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e6f88de-7624-4719-8234-4c9e5b2e2988,97f3ecb3-c204-4266-a3e6-59d18dbc32fb,e4345410-d8f9-498c-b4fe-d6e951bd1f9c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e76de8e-cb0d-4b83-8ab4-53bc67a7a9d3,2e52df6b-2e33-4de4-8ae1-dca835193ce2,561b77d2-5158-44de-9711-8d6364bf67cf.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
4e76de8e-cb0d-4b83-8ab4-53bc67a7a9d3,37d6ad76-7ca1-4862-9243-84b2affc24d3,TCGA-CH-5744-01A-01-TS1.77d7a80d-9b03-4948-a229-3bf9c29a870a.svs,Tissue Slide
4e76de8e-cb0d-4b83-8ab4-53bc67a7a9d3,b8d43358-c861-44d1-85d1-d3f918e64675,TCGA-CH-5744-01A-01-BS1.6bb9c4b2-87d0-48da-b1c5-a78629dd2021.svs,Tissue Slide
4e76de8e-cb0d-4b83-8ab4-53bc67a7a9d3,a436e6b3-d79a-4664-b22e-c3578bbf8b96,TCGA-CH-5744-01Z-00-DX1.ae8a6754-a41d-4227-b48c-0258d7bc500a.svs,Diagnostic Slide
4e7eb78e-a4e2-463e-a3a0-54e128108031,77edebc3-9b93-43ba-b94c-76e654451921,TCGA-2G-AAGJ-01Z-00-DX1.AA5285DA-C6DE-4F7D-A68B-84E56CF15BEB.svs,Diagnostic Slide
4e7eb78e-a4e2-463e-a3a0-54e128108031,ab5af590-16d4-4ea7-b67c-1d3d28cf290c,TCGA-2G-AAGJ-01A-01-TS1.DD3BA837-58D2-43CB-85C0-74EF4E327C52.svs,Tissue Slide
4e7eb78e-a4e2-463e-a3a0-54e128108031,a8ac3258-08a0-441a-a3e1-94ecb9e9c589,f2f0b566-835f-4799-8952-045f14f582fe.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
